Year,Name,DOB,Sex,Category,Motivation,Birth Country,Affiliation,Affiliation Place
2005,Roy J. Glauber,1/9/1925,Male,Physics, for his contribution to the quantum theory of optical coherence ,United States of America,Harvard University,"Cambridge, MA, United States of America"
2005,Theodor W. HâˆšÂ§nsch,10/30/1941,Male,Physics," for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique ",Germany,Max-Planck-Institut,"Garching, Germany"
2006,George F. Smoot,2/20/1945,Male,Physics, for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation ,United States of America,University of California,"Berkeley, CA, United States of America"
2006,John C. Mather,7/8/1946,Male,Physics, for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation ,United States of America,NASA Goddard Space Flight Center,"Greenbelt, MD, United States of America"
2007,Albert Fert,7/3/1938,Male,Physics, for the discovery of Giant Magnetoresistance ,France,UniversitâˆšÂ© Paris-Saclay,"Orsay, France"
2007,Peter GrâˆšÂºnberg,5/18/1939,Male,Physics, for the discovery of Giant Magnetoresistance ,Czech Republic,Forschungszentrum J&uuml;lich,"J&uuml;lich, Germany"
2008,Makoto Kobayashi,7/4/1944,Male,Physics, for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature ,Japan,High Energy Accelerator Research Organization (KEK),"Tsukuba, Japan"
2008,Toshihide Maskawa,7/2/1940,Male,Physics, for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature ,Japan,Kyoto Sangyo University,"Kyoto, Japan"
2008,Yoichiro Nambu,1/18/1921,Male,Physics, for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics ,Japan,University of Chicago,"Chicago, IL, United States of America"
2009,Charles Kuen Kao,4/11/1933,Male,Physics, for groundbreaking achievements concerning the transmission of light in fibers for optical communication ,China,Standard Telecommunication Laboratories,"Harlow, United Kingdom"
2009,George E. Smith,10/5/1930,Male,Physics, for the invention of an imaging semiconductor circuit - the CCD sensor ,United States of America,Bell Laboratories,"Murray Hill, NJ, United States of America"
2009,Willard S. Boyle,8/19/1924,Male,Physics, for the invention of an imaging semiconductor circuit - the CCD sensor ,Canada,Bell Laboratories,"Murray Hill, NJ, United States of America"
2010,Andre Geim,10/21/1958,Male,Physics, for groundbreaking experiments regarding the two-dimensional material graphene ,Russia,University of Manchester,"Manchester, United Kingdom"
2010,Konstantin Novoselov,8/23/1974,Male,Physics, for groundbreaking experiments regarding the two-dimensional material graphene ,Russia,University of Manchester,"Manchester, United Kingdom"
2011,Adam G. Riess,12/16/1969,Male,Physics, for the discovery of the accelerating expansion of the Universe through observations of distant supernovae ,United States of America,Johns Hopkins University,"Baltimore, MD, United States of America"
2011,Brian P. Schmidt,2/24/1967,Male,Physics, for the discovery of the accelerating expansion of the Universe through observations of distant supernovae ,United States of America,Australian National University,"Weston Creek, Australia"
2011,Saul Perlmutter,9/22/1959,Male,Physics, for the discovery of the accelerating expansion of the Universe through observations of distant supernovae ,United States of America,Lawrence Berkeley National Laboratory,"Berkeley, CA, United States of America"
2012,David J. Wineland,2/24/1944,Male,Physics, for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems ,United States of America,National Institute of Standards and Technology,"Boulder, CO, United States of America"
2012,Serge Haroche,11/9/1944,Male,Physics, for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems ,Morocco,CollâˆšÂ®ge de France,"Paris, France"
2013,FranâˆšÃŸois Englert,6/11/1932,Male,Physics," for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider ",Belgium,UniversitâˆšÂ© Libre de Bruxelles,"Brussels, Belgium"
2013,Peter W. Higgs,5/29/1929,Male,Physics," for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider ",United Kingdom,University of Edinburgh,"Edinburgh, United Kingdom"
2014,Hiroshi Amano,11/9/1960,Male,Physics, for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources ,Japan,Nagoya University,"Nagoya, Japan"
2014,Isamu Akasaki,1/30/1929,Male,Physics, for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources ,Japan,Meijo University,"Nagoya, Japan"
2014,Shuji Nakamura,5/22/1954,Male,Physics, for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources ,Japan,University of California,"Santa Barbara, CA, United States of America"
2015,Arthur B. McDonald,8/29/1943,Male,Physics," for the discovery of neutrino oscillations, which shows that neutrinos have mass ",Canada,Queen's University,"Kingston, Canada"
2015,Takaaki Kajita,9/3/1959,Male,Physics," for the discovery of neutrino oscillations, which shows that neutrinos have mass ",Japan,University of Tokyo,"Kashiwa, Japan"
2016,David J. Thouless,9/21/1934,Male,Physics, for theoretical discoveries of topological phase transitions and topological phases of matter ,United Kingdom,University of Washington,"Seattle, WA, United States of America"
2016,F. Duncan M. Haldane,9/14/1951,Male,Physics, for theoretical discoveries of topological phase transitions and topological phases of matter ,United Kingdom,Princeton University,"Princeton, NJ, United States of America"
2016,J. Michael Kosterlitz,6/22/1943,Male,Physics, for theoretical discoveries of topological phase transitions and topological phases of matter ,United Kingdom,Brown University,"Providence, RI, United States of America"
2017,Barry C. Barish,1/27/1936,Male,Physics, for decisive contributions to the LIGO detector and the observation of gravitational waves ,United States of America,LIGO/VIRGO Collaboration,
2017,Kip S. Thorne,1/6/1940,Male,Physics, for decisive contributions to the LIGO detector and the observation of gravitational waves ,United States of America,LIGO/VIRGO Collaboration,
2017,Rainer Weiss,9/29/1932,Male,Physics, for decisive contributions to the LIGO detector and the observation of gravitational waves ,Germany,LIGO/VIRGO Collaboration,
2018,Arthur Ashkin,2/9/1922,Male,Physics, for the optical tweezers and their application to biological systems ,United States of America,Bell Laboratories,"Holmdel, NJ, United States of America"
2018,Donna Strickland,5/27/1959,Female,Physics," for their method of generating high-intensity, ultra-short optical pulses ",Canada,University of Waterloo,"Waterloo, Canada"
2018,GâˆšÂ©rard Mourou,6/22/1944,Male,Physics," for their method of generating high-intensity, ultra-short optical pulses ",France,âˆšÃ¢cole Polytechnique,"Palaiseau, France"
2019,Didier Queloz,2/23/1966,Male,Physics, for the discovery of an exoplanet orbiting a solar-type star ,Switzerland,University of Geneva,"Geneva, Switzerland"
2019,James Peebles,4/25/1935,Male,Physics, for theoretical discoveries in physical cosmology ,Canada,Princeton University,"Princeton, NJ, United States of America"
2019,Michel Mayor,12/1/1942,Male,Physics, for the discovery of an exoplanet orbiting a solar-type star ,Switzerland,University of Geneva,"Geneva, Switzerland"
2020,Andrea Ghez,6/16/1965,Female,Physics, for the discovery of a supermassive compact object at the centre of our galaxy,United States of America,University of California,"Berkeley, CA, United States of America"
2020,Reinhard Genzel,3/24/1952,Male,Physics, for the discovery of a supermassive compact object at the centre of our galaxy,Germany,University of California,"Los Angeles, CA, United States of America"
2020,Roger Penrose,8/8/1931,Male,Physics, for the discovery that black hole formation is a robust prediction of the general theory of relativity ,United Kingdom,University of Oxford,"Oxford, United Kingdom"
2021,Syukuro Manabe,9/29/1931,Male,Physics,"for the physical modelling of Earth's climate, quantifying variability and reliably predicting global warming.",Japan,Princeton University,"Princeton, NJ, USA"
2021,Klaus Hasselmann,10/25/1931,Male,Physics,"for the physical modelling of Earth's climate, quantifying variability and reliably predicting global warming.",Germany,Max Planck Institute for Meteorology ,"Hamburg, Germany"
